MTU (CET/CEST),Price,Currency
08.05.2024 00:00 - 08.05.2024 01:00,80.84,EUR
08.05.2024 01:00 - 08.05.2024 02:00,80.88,EUR
08.05.2024 02:00 - 08.05.2024 03:00,82.47,EUR
08.05.2024 03:00 - 08.05.2024 04:00,82.48,EUR
08.05.2024 04:00 - 08.05.2024 05:00,81.25,EUR
08.05.2024 05:00 - 08.05.2024 06:00,107.48,EUR
08.05.2024 06:00 - 08.05.2024 07:00,118.96,EUR
08.05.2024 07:00 - 08.05.2024 08:00,110.12,EUR
08.05.2024 08:00 - 08.05.2024 09:00,92.41,EUR
08.05.2024 09:00 - 08.05.2024 10:00,85.4,EUR
08.05.2024 10:00 - 08.05.2024 11:00,79.48,EUR
08.05.2024 11:00 - 08.05.2024 12:00,71.18,EUR
08.05.2024 12:00 - 08.05.2024 13:00,61.93,EUR
08.05.2024 13:00 - 08.05.2024 14:00,62.09,EUR
08.05.2024 14:00 - 08.05.2024 15:00,59.89,EUR
08.05.2024 15:00 - 08.05.2024 16:00,64.1,EUR
08.05.2024 16:00 - 08.05.2024 17:00,87.95,EUR
08.05.2024 17:00 - 08.05.2024 18:00,103.95,EUR
08.05.2024 18:00 - 08.05.2024 19:00,124.48,EUR
08.05.2024 19:00 - 08.05.2024 20:00,134.42,EUR
08.05.2024 20:00 - 08.05.2024 21:00,114.65,EUR
08.05.2024 21:00 - 08.05.2024 22:00,96.54,EUR
08.05.2024 22:00 - 08.05.2024 23:00,87.96,EUR
08.05.2024 23:00 - 09.05.2024 00:00,87.6,EUR
09.05.2024 00:00 - 09.05.2024 01:00,88.06,EUR
09.05.2024 01:00 - 09.05.2024 02:00,82.97,EUR
09.05.2024 02:00 - 09.05.2024 03:00,81.61,EUR
09.05.2024 03:00 - 09.05.2024 04:00,75.51,EUR
09.05.2024 04:00 - 09.05.2024 05:00,76.56,EUR
09.05.2024 05:00 - 09.05.2024 06:00,84,EUR
09.05.2024 06:00 - 09.05.2024 07:00,80.65,EUR
09.05.2024 07:00 - 09.05.2024 08:00,65.53,EUR
09.05.2024 08:00 - 09.05.2024 09:00,23.34,EUR
09.05.2024 09:00 - 09.05.2024 10:00,5.07,EUR
09.05.2024 10:00 - 09.05.2024 11:00,-0.06,EUR
09.05.2024 11:00 - 09.05.2024 12:00,-0.65,EUR
09.05.2024 12:00 - 09.05.2024 13:00,-1.14,EUR
09.05.2024 13:00 - 09.05.2024 14:00,-1.17,EUR
09.05.2024 14:00 - 09.05.2024 15:00,-0.69,EUR
09.05.2024 15:00 - 09.05.2024 16:00,0.68,EUR
09.05.2024 16:00 - 09.05.2024 17:00,64.48,EUR
09.05.2024 17:00 - 09.05.2024 18:00,85.06,EUR
09.05.2024 18:00 - 09.05.2024 19:00,99.41,EUR
09.05.2024 19:00 - 09.05.2024 20:00,118.17,EUR
09.05.2024 20:00 - 09.05.2024 21:00,114.83,EUR
09.05.2024 21:00 - 09.05.2024 22:00,94.65,EUR
09.05.2024 22:00 - 09.05.2024 23:00,87.75,EUR
09.05.2024 23:00 - 10.05.2024 00:00,92.13,EUR
10.05.2024 00:00 - 10.05.2024 01:00,84.93,EUR
10.05.2024 01:00 - 10.05.2024 02:00,77.07,EUR
10.05.2024 02:00 - 10.05.2024 03:00,74.48,EUR
10.05.2024 03:00 - 10.05.2024 04:00,74.78,EUR
10.05.2024 04:00 - 10.05.2024 05:00,63.95,EUR
10.05.2024 05:00 - 10.05.2024 06:00,72.49,EUR
10.05.2024 06:00 - 10.05.2024 07:00,109.47,EUR
10.05.2024 07:00 - 10.05.2024 08:00,95.6,EUR
10.05.2024 08:00 - 10.05.2024 09:00,67.39,EUR
10.05.2024 09:00 - 10.05.2024 10:00,20.84,EUR
10.05.2024 10:00 - 10.05.2024 11:00,2.91,EUR
10.05.2024 11:00 - 10.05.2024 12:00,0.58,EUR
10.05.2024 12:00 - 10.05.2024 13:00,0.41,EUR
10.05.2024 13:00 - 10.05.2024 14:00,0.08,EUR
10.05.2024 14:00 - 10.05.2024 15:00,20.42,EUR
10.05.2024 15:00 - 10.05.2024 16:00,65.46,EUR
10.05.2024 16:00 - 10.05.2024 17:00,78.5,EUR
10.05.2024 17:00 - 10.05.2024 18:00,93.25,EUR
10.05.2024 18:00 - 10.05.2024 19:00,111.13,EUR
10.05.2024 19:00 - 10.05.2024 20:00,159.9,EUR
10.05.2024 20:00 - 10.05.2024 21:00,132.31,EUR
10.05.2024 21:00 - 10.05.2024 22:00,104.87,EUR
10.05.2024 22:00 - 10.05.2024 23:00,90.31,EUR
10.05.2024 23:00 - 11.05.2024 00:00,85.99,EUR
11.05.2024 00:00 - 11.05.2024 01:00,80.84,EUR
11.05.2024 01:00 - 11.05.2024 02:00,79.1,EUR
11.05.2024 02:00 - 11.05.2024 03:00,82.51,EUR
11.05.2024 03:00 - 11.05.2024 04:00,79.04,EUR
11.05.2024 04:00 - 11.05.2024 05:00,79.14,EUR
11.05.2024 05:00 - 11.05.2024 06:00,78,EUR
11.05.2024 06:00 - 11.05.2024 07:00,68.07,EUR
11.05.2024 07:00 - 11.05.2024 08:00,56.47,EUR
11.05.2024 08:00 - 11.05.2024 09:00,6.8,EUR
11.05.2024 09:00 - 11.05.2024 10:00,0.79,EUR
11.05.2024 10:00 - 11.05.2024 11:00,0,EUR
11.05.2024 11:00 - 11.05.2024 12:00,-0.58,EUR
11.05.2024 12:00 - 11.05.2024 13:00,-0.88,EUR
11.05.2024 13:00 - 11.05.2024 14:00,-0.91,EUR
11.05.2024 14:00 - 11.05.2024 15:00,-0.07,EUR
11.05.2024 15:00 - 11.05.2024 16:00,-0.41,EUR
11.05.2024 16:00 - 11.05.2024 17:00,32.77,EUR
11.05.2024 17:00 - 11.05.2024 18:00,69.49,EUR
11.05.2024 18:00 - 11.05.2024 19:00,86.02,EUR
11.05.2024 19:00 - 11.05.2024 20:00,108,EUR
11.05.2024 20:00 - 11.05.2024 21:00,90.31,EUR
11.05.2024 21:00 - 11.05.2024 22:00,78.82,EUR
11.05.2024 22:00 - 11.05.2024 23:00,68.02,EUR
11.05.2024 23:00 - 12.05.2024 00:00,63,EUR
12.05.2024 00:00 - 12.05.2024 01:00,51.36,EUR
12.05.2024 01:00 - 12.05.2024 02:00,42.72,EUR
12.05.2024 02:00 - 12.05.2024 03:00,39,EUR
12.05.2024 03:00 - 12.05.2024 04:00,38.38,EUR
12.05.2024 04:00 - 12.05.2024 05:00,43.5,EUR
12.05.2024 05:00 - 12.05.2024 06:00,17.61,EUR
12.05.2024 06:00 - 12.05.2024 07:00,4.79,EUR
12.05.2024 07:00 - 12.05.2024 08:00,2.35,EUR
12.05.2024 08:00 - 12.05.2024 09:00,-2.63,EUR
12.05.2024 09:00 - 12.05.2024 10:00,-2.57,EUR
12.05.2024 10:00 - 12.05.2024 11:00,-4.07,EUR
12.05.2024 11:00 - 12.05.2024 12:00,-5.09,EUR
12.05.2024 12:00 - 12.05.2024 13:00,-6.58,EUR
12.05.2024 13:00 - 12.05.2024 14:00,-5.16,EUR
12.05.2024 14:00 - 12.05.2024 15:00,-12.07,EUR
12.05.2024 15:00 - 12.05.2024 16:00,-28.81,EUR
12.05.2024 16:00 - 12.05.2024 17:00,-1.33,EUR
12.05.2024 17:00 - 12.05.2024 18:00,22.5,EUR
12.05.2024 18:00 - 12.05.2024 19:00,65.84,EUR
12.05.2024 19:00 - 12.05.2024 20:00,73.92,EUR
12.05.2024 20:00 - 12.05.2024 21:00,55.4,EUR
12.05.2024 21:00 - 12.05.2024 22:00,44.43,EUR
12.05.2024 22:00 - 12.05.2024 23:00,35.61,EUR
12.05.2024 23:00 - 13.05.2024 00:00,26.84,EUR
13.05.2024 00:00 - 13.05.2024 01:00,25.88,EUR
13.05.2024 01:00 - 13.05.2024 02:00,25.71,EUR
13.05.2024 02:00 - 13.05.2024 03:00,24.7,EUR
13.05.2024 03:00 - 13.05.2024 04:00,27,EUR
13.05.2024 04:00 - 13.05.2024 05:00,36.65,EUR
13.05.2024 05:00 - 13.05.2024 06:00,48.84,EUR
13.05.2024 06:00 - 13.05.2024 07:00,100.95,EUR
13.05.2024 07:00 - 13.05.2024 08:00,76.59,EUR
13.05.2024 08:00 - 13.05.2024 09:00,43.51,EUR
13.05.2024 09:00 - 13.05.2024 10:00,10.38,EUR
13.05.2024 10:00 - 13.05.2024 11:00,-0.97,EUR
13.05.2024 11:00 - 13.05.2024 12:00,-2.5,EUR
13.05.2024 12:00 - 13.05.2024 13:00,-2.27,EUR
13.05.2024 13:00 - 13.05.2024 14:00,-1.81,EUR
13.05.2024 14:00 - 13.05.2024 15:00,-0.73,EUR
13.05.2024 15:00 - 13.05.2024 16:00,0.07,EUR
13.05.2024 16:00 - 13.05.2024 17:00,51.05,EUR
13.05.2024 17:00 - 13.05.2024 18:00,37.6,EUR
13.05.2024 18:00 - 13.05.2024 19:00,43.04,EUR
13.05.2024 19:00 - 13.05.2024 20:00,38.2,EUR
13.05.2024 20:00 - 13.05.2024 21:00,35.12,EUR
13.05.2024 21:00 - 13.05.2024 22:00,31.31,EUR
13.05.2024 22:00 - 13.05.2024 23:00,33.66,EUR
13.05.2024 23:00 - 14.05.2024 00:00,23.38,EUR
14.05.2024 00:00 - 14.05.2024 01:00,19.95,EUR
14.05.2024 01:00 - 14.05.2024 02:00,19.93,EUR
14.05.2024 02:00 - 14.05.2024 03:00,19.95,EUR
14.05.2024 03:00 - 14.05.2024 04:00,20,EUR
14.05.2024 04:00 - 14.05.2024 05:00,23.01,EUR
14.05.2024 05:00 - 14.05.2024 06:00,38.37,EUR
14.05.2024 06:00 - 14.05.2024 07:00,45.18,EUR
14.05.2024 07:00 - 14.05.2024 08:00,46.75,EUR
14.05.2024 08:00 - 14.05.2024 09:00,5.64,EUR
14.05.2024 09:00 - 14.05.2024 10:00,-2.33,EUR
14.05.2024 10:00 - 14.05.2024 11:00,-3.32,EUR
14.05.2024 11:00 - 14.05.2024 12:00,-3.34,EUR
14.05.2024 12:00 - 14.05.2024 13:00,-3.72,EUR
14.05.2024 13:00 - 14.05.2024 14:00,-4.99,EUR
14.05.2024 14:00 - 14.05.2024 15:00,-3.99,EUR
14.05.2024 15:00 - 14.05.2024 16:00,-2.03,EUR
14.05.2024 16:00 - 14.05.2024 17:00,-0.04,EUR
14.05.2024 17:00 - 14.05.2024 18:00,34.21,EUR
14.05.2024 18:00 - 14.05.2024 19:00,37.62,EUR
14.05.2024 19:00 - 14.05.2024 20:00,37.72,EUR
14.05.2024 20:00 - 14.05.2024 21:00,36.33,EUR
14.05.2024 21:00 - 14.05.2024 22:00,32.42,EUR
14.05.2024 22:00 - 14.05.2024 23:00,26.85,EUR
14.05.2024 23:00 - 15.05.2024 00:00,30.5,EUR
15.05.2024 00:00 - 15.05.2024 01:00,32.27,EUR
15.05.2024 01:00 - 15.05.2024 02:00,30.52,EUR
15.05.2024 02:00 - 15.05.2024 03:00,30.51,EUR
15.05.2024 03:00 - 15.05.2024 04:00,29.83,EUR
15.05.2024 04:00 - 15.05.2024 05:00,26.88,EUR
15.05.2024 05:00 - 15.05.2024 06:00,36.2,EUR
15.05.2024 06:00 - 15.05.2024 07:00,57.89,EUR
15.05.2024 07:00 - 15.05.2024 08:00,59.96,EUR
15.05.2024 08:00 - 15.05.2024 09:00,43.52,EUR
15.05.2024 09:00 - 15.05.2024 10:00,7.36,EUR
15.05.2024 10:00 - 15.05.2024 11:00,-0.08,EUR
15.05.2024 11:00 - 15.05.2024 12:00,-2.01,EUR
15.05.2024 12:00 - 15.05.2024 13:00,-1.31,EUR
15.05.2024 13:00 - 15.05.2024 14:00,-0.95,EUR
15.05.2024 14:00 - 15.05.2024 15:00,-0.09,EUR
15.05.2024 15:00 - 15.05.2024 16:00,1.73,EUR
15.05.2024 16:00 - 15.05.2024 17:00,23.77,EUR
15.05.2024 17:00 - 15.05.2024 18:00,28.92,EUR
15.05.2024 18:00 - 15.05.2024 19:00,36.42,EUR
15.05.2024 19:00 - 15.05.2024 20:00,37.16,EUR
15.05.2024 20:00 - 15.05.2024 21:00,35.63,EUR
15.05.2024 21:00 - 15.05.2024 22:00,35.4,EUR
15.05.2024 22:00 - 15.05.2024 23:00,32.97,EUR
15.05.2024 23:00 - 16.05.2024 00:00,21,EUR
16.05.2024 00:00 - 16.05.2024 01:00,19.67,EUR
16.05.2024 01:00 - 16.05.2024 02:00,19.66,EUR
16.05.2024 02:00 - 16.05.2024 03:00,19.23,EUR
16.05.2024 03:00 - 16.05.2024 04:00,19.47,EUR
16.05.2024 04:00 - 16.05.2024 05:00,17.72,EUR
16.05.2024 05:00 - 16.05.2024 06:00,25.97,EUR
16.05.2024 06:00 - 16.05.2024 07:00,46.08,EUR
16.05.2024 07:00 - 16.05.2024 08:00,40.31,EUR
16.05.2024 08:00 - 16.05.2024 09:00,26.75,EUR
16.05.2024 09:00 - 16.05.2024 10:00,11.5,EUR
16.05.2024 10:00 - 16.05.2024 11:00,0.08,EUR
16.05.2024 11:00 - 16.05.2024 12:00,-0.02,EUR
16.05.2024 12:00 - 16.05.2024 13:00,-0.71,EUR
16.05.2024 13:00 - 16.05.2024 14:00,-0.16,EUR
16.05.2024 14:00 - 16.05.2024 15:00,0.01,EUR
16.05.2024 15:00 - 16.05.2024 16:00,10,EUR
16.05.2024 16:00 - 16.05.2024 17:00,17.28,EUR
16.05.2024 17:00 - 16.05.2024 18:00,20.81,EUR
16.05.2024 18:00 - 16.05.2024 19:00,24.36,EUR
16.05.2024 19:00 - 16.05.2024 20:00,26.21,EUR
16.05.2024 20:00 - 16.05.2024 21:00,25.29,EUR
16.05.2024 21:00 - 16.05.2024 22:00,22.41,EUR
16.05.2024 22:00 - 16.05.2024 23:00,27.78,EUR
16.05.2024 23:00 - 17.05.2024 00:00,19.59,EUR
17.05.2024 00:00 - 17.05.2024 01:00,18.69,EUR
17.05.2024 01:00 - 17.05.2024 02:00,18.44,EUR
17.05.2024 02:00 - 17.05.2024 03:00,18.34,EUR
17.05.2024 03:00 - 17.05.2024 04:00,18.77,EUR
17.05.2024 04:00 - 17.05.2024 05:00,19.19,EUR
17.05.2024 05:00 - 17.05.2024 06:00,23.07,EUR
17.05.2024 06:00 - 17.05.2024 07:00,29.97,EUR
17.05.2024 07:00 - 17.05.2024 08:00,32.45,EUR
17.05.2024 08:00 - 17.05.2024 09:00,25.67,EUR
17.05.2024 09:00 - 17.05.2024 10:00,19.47,EUR
17.05.2024 10:00 - 17.05.2024 11:00,18.63,EUR
17.05.2024 11:00 - 17.05.2024 12:00,14.56,EUR
17.05.2024 12:00 - 17.05.2024 13:00,14.09,EUR
17.05.2024 13:00 - 17.05.2024 14:00,13.89,EUR
17.05.2024 14:00 - 17.05.2024 15:00,14.56,EUR
17.05.2024 15:00 - 17.05.2024 16:00,19.17,EUR
17.05.2024 16:00 - 17.05.2024 17:00,19.67,EUR
17.05.2024 17:00 - 17.05.2024 18:00,22.6,EUR
17.05.2024 18:00 - 17.05.2024 19:00,27.01,EUR
17.05.2024 19:00 - 17.05.2024 20:00,33.07,EUR
17.05.2024 20:00 - 17.05.2024 21:00,32.63,EUR
17.05.2024 21:00 - 17.05.2024 22:00,31.04,EUR
17.05.2024 22:00 - 17.05.2024 23:00,30.43,EUR
17.05.2024 23:00 - 18.05.2024 00:00,33.5,EUR
18.05.2024 00:00 - 18.05.2024 01:00,33.47,EUR
18.05.2024 01:00 - 18.05.2024 02:00,34.22,EUR
18.05.2024 02:00 - 18.05.2024 03:00,34.9,EUR
18.05.2024 03:00 - 18.05.2024 04:00,34.83,EUR
18.05.2024 04:00 - 18.05.2024 05:00,35.31,EUR
18.05.2024 05:00 - 18.05.2024 06:00,58.32,EUR
18.05.2024 06:00 - 18.05.2024 07:00,64.31,EUR
18.05.2024 07:00 - 18.05.2024 08:00,58.29,EUR
18.05.2024 08:00 - 18.05.2024 09:00,42.69,EUR
18.05.2024 09:00 - 18.05.2024 10:00,9.43,EUR
18.05.2024 10:00 - 18.05.2024 11:00,0.71,EUR
18.05.2024 11:00 - 18.05.2024 12:00,-0.02,EUR
18.05.2024 12:00 - 18.05.2024 13:00,-1.3,EUR
18.05.2024 13:00 - 18.05.2024 14:00,-2.79,EUR
18.05.2024 14:00 - 18.05.2024 15:00,-1.92,EUR
18.05.2024 15:00 - 18.05.2024 16:00,-0.04,EUR
18.05.2024 16:00 - 18.05.2024 17:00,42.75,EUR
18.05.2024 17:00 - 18.05.2024 18:00,70,EUR
18.05.2024 18:00 - 18.05.2024 19:00,102.33,EUR
18.05.2024 19:00 - 18.05.2024 20:00,124.11,EUR
18.05.2024 20:00 - 18.05.2024 21:00,114.39,EUR
18.05.2024 21:00 - 18.05.2024 22:00,96.52,EUR
18.05.2024 22:00 - 18.05.2024 23:00,86.6,EUR
18.05.2024 23:00 - 19.05.2024 00:00,90.69,EUR
19.05.2024 00:00 - 19.05.2024 01:00,89.06,EUR
19.05.2024 01:00 - 19.05.2024 02:00,88.66,EUR
19.05.2024 02:00 - 19.05.2024 03:00,86.91,EUR
19.05.2024 03:00 - 19.05.2024 04:00,86.13,EUR
19.05.2024 04:00 - 19.05.2024 05:00,80.56,EUR
19.05.2024 05:00 - 19.05.2024 06:00,75.57,EUR
19.05.2024 06:00 - 19.05.2024 07:00,70.24,EUR
19.05.2024 07:00 - 19.05.2024 08:00,46.96,EUR
19.05.2024 08:00 - 19.05.2024 09:00,5.6,EUR
19.05.2024 09:00 - 19.05.2024 10:00,-0.03,EUR
19.05.2024 10:00 - 19.05.2024 11:00,-0.18,EUR
19.05.2024 11:00 - 19.05.2024 12:00,-2.06,EUR
19.05.2024 12:00 - 19.05.2024 13:00,-7.41,EUR
19.05.2024 13:00 - 19.05.2024 14:00,-15.07,EUR
19.05.2024 14:00 - 19.05.2024 15:00,-10,EUR
19.05.2024 15:00 - 19.05.2024 16:00,-3.79,EUR
19.05.2024 16:00 - 19.05.2024 17:00,-0.06,EUR
19.05.2024 17:00 - 19.05.2024 18:00,64.17,EUR
19.05.2024 18:00 - 19.05.2024 19:00,89.59,EUR
19.05.2024 19:00 - 19.05.2024 20:00,113.66,EUR
19.05.2024 20:00 - 19.05.2024 21:00,122.86,EUR
19.05.2024 21:00 - 19.05.2024 22:00,101.93,EUR
19.05.2024 22:00 - 19.05.2024 23:00,86.14,EUR
19.05.2024 23:00 - 20.05.2024 00:00,91.09,EUR
20.05.2024 00:00 - 20.05.2024 01:00,82.64,EUR
20.05.2024 01:00 - 20.05.2024 02:00,86.73,EUR
20.05.2024 02:00 - 20.05.2024 03:00,86.09,EUR
20.05.2024 03:00 - 20.05.2024 04:00,88.21,EUR
20.05.2024 04:00 - 20.05.2024 05:00,91.46,EUR
20.05.2024 05:00 - 20.05.2024 06:00,104.72,EUR
20.05.2024 06:00 - 20.05.2024 07:00,105.69,EUR
20.05.2024 07:00 - 20.05.2024 08:00,72.24,EUR
20.05.2024 08:00 - 20.05.2024 09:00,32.8,EUR
20.05.2024 09:00 - 20.05.2024 10:00,12.41,EUR
20.05.2024 10:00 - 20.05.2024 11:00,6.06,EUR
20.05.2024 11:00 - 20.05.2024 12:00,2.41,EUR
20.05.2024 12:00 - 20.05.2024 13:00,0.01,EUR
20.05.2024 13:00 - 20.05.2024 14:00,-0.18,EUR
20.05.2024 14:00 - 20.05.2024 15:00,-0.07,EUR
20.05.2024 15:00 - 20.05.2024 16:00,0.89,EUR
20.05.2024 16:00 - 20.05.2024 17:00,59.28,EUR
20.05.2024 17:00 - 20.05.2024 18:00,78.94,EUR
20.05.2024 18:00 - 20.05.2024 19:00,105.96,EUR
20.05.2024 19:00 - 20.05.2024 20:00,125.76,EUR
20.05.2024 20:00 - 20.05.2024 21:00,116.78,EUR
20.05.2024 21:00 - 20.05.2024 22:00,96.63,EUR
20.05.2024 22:00 - 20.05.2024 23:00,79.86,EUR
20.05.2024 23:00 - 21.05.2024 00:00,81.46,EUR
21.05.2024 00:00 - 21.05.2024 01:00,76.4,EUR
21.05.2024 01:00 - 21.05.2024 02:00,52.42,EUR
21.05.2024 02:00 - 21.05.2024 03:00,49.51,EUR
21.05.2024 03:00 - 21.05.2024 04:00,49.25,EUR
21.05.2024 04:00 - 21.05.2024 05:00,49.53,EUR
21.05.2024 05:00 - 21.05.2024 06:00,74.15,EUR
21.05.2024 06:00 - 21.05.2024 07:00,117.09,EUR
21.05.2024 07:00 - 21.05.2024 08:00,96.39,EUR
21.05.2024 08:00 - 21.05.2024 09:00,46.99,EUR
21.05.2024 09:00 - 21.05.2024 10:00,31.87,EUR
21.05.2024 10:00 - 21.05.2024 11:00,31.41,EUR
21.05.2024 11:00 - 21.05.2024 12:00,27.41,EUR
21.05.2024 12:00 - 21.05.2024 13:00,29.16,EUR
21.05.2024 13:00 - 21.05.2024 14:00,33.21,EUR
21.05.2024 14:00 - 21.05.2024 15:00,31.06,EUR
21.05.2024 15:00 - 21.05.2024 16:00,30.46,EUR
21.05.2024 16:00 - 21.05.2024 17:00,32.67,EUR
21.05.2024 17:00 - 21.05.2024 18:00,58.32,EUR
21.05.2024 18:00 - 21.05.2024 19:00,81.59,EUR
21.05.2024 19:00 - 21.05.2024 20:00,68.88,EUR
21.05.2024 20:00 - 21.05.2024 21:00,57.73,EUR
21.05.2024 21:00 - 21.05.2024 22:00,41.76,EUR
21.05.2024 22:00 - 21.05.2024 23:00,44.86,EUR
21.05.2024 23:00 - 22.05.2024 00:00,28,EUR
22.05.2024 00:00 - 22.05.2024 01:00,28,EUR
22.05.2024 01:00 - 22.05.2024 02:00,27.39,EUR
22.05.2024 02:00 - 22.05.2024 03:00,28.12,EUR
22.05.2024 03:00 - 22.05.2024 04:00,28.28,EUR
22.05.2024 04:00 - 22.05.2024 05:00,28.16,EUR
22.05.2024 05:00 - 22.05.2024 06:00,32.3,EUR
22.05.2024 06:00 - 22.05.2024 07:00,40.58,EUR
22.05.2024 07:00 - 22.05.2024 08:00,43.26,EUR
22.05.2024 08:00 - 22.05.2024 09:00,33.28,EUR
22.05.2024 09:00 - 22.05.2024 10:00,31.32,EUR
22.05.2024 10:00 - 22.05.2024 11:00,29.67,EUR
22.05.2024 11:00 - 22.05.2024 12:00,20.48,EUR
22.05.2024 12:00 - 22.05.2024 13:00,3.61,EUR
22.05.2024 13:00 - 22.05.2024 14:00,3.08,EUR
22.05.2024 14:00 - 22.05.2024 15:00,3.03,EUR
22.05.2024 15:00 - 22.05.2024 16:00,14.34,EUR
22.05.2024 16:00 - 22.05.2024 17:00,72.31,EUR
22.05.2024 17:00 - 22.05.2024 18:00,92.16,EUR
22.05.2024 18:00 - 22.05.2024 19:00,99.9,EUR
22.05.2024 19:00 - 22.05.2024 20:00,136.52,EUR
22.05.2024 20:00 - 22.05.2024 21:00,117.34,EUR
22.05.2024 21:00 - 22.05.2024 22:00,99.69,EUR
22.05.2024 22:00 - 22.05.2024 23:00,87.74,EUR
22.05.2024 23:00 - 23.05.2024 00:00,54.19,EUR
23.05.2024 00:00 - 23.05.2024 01:00,58,EUR
23.05.2024 01:00 - 23.05.2024 02:00,63.96,EUR
23.05.2024 02:00 - 23.05.2024 03:00,69.31,EUR
23.05.2024 03:00 - 23.05.2024 04:00,68.91,EUR
23.05.2024 04:00 - 23.05.2024 05:00,74.98,EUR
23.05.2024 05:00 - 23.05.2024 06:00,107.98,EUR
23.05.2024 06:00 - 23.05.2024 07:00,118,EUR
23.05.2024 07:00 - 23.05.2024 08:00,97.84,EUR
23.05.2024 08:00 - 23.05.2024 09:00,75.65,EUR
23.05.2024 09:00 - 23.05.2024 10:00,74.89,EUR
23.05.2024 10:00 - 23.05.2024 11:00,64.1,EUR
23.05.2024 11:00 - 23.05.2024 12:00,52.5,EUR
23.05.2024 12:00 - 23.05.2024 13:00,45.31,EUR
23.05.2024 13:00 - 23.05.2024 14:00,56.98,EUR
23.05.2024 14:00 - 23.05.2024 15:00,71.4,EUR
23.05.2024 15:00 - 23.05.2024 16:00,83.77,EUR
23.05.2024 16:00 - 23.05.2024 17:00,96.64,EUR
23.05.2024 17:00 - 23.05.2024 18:00,111.49,EUR
23.05.2024 18:00 - 23.05.2024 19:00,156.28,EUR
23.05.2024 19:00 - 23.05.2024 20:00,175.74,EUR
23.05.2024 20:00 - 23.05.2024 21:00,155.98,EUR
23.05.2024 21:00 - 23.05.2024 22:00,123.54,EUR
23.05.2024 22:00 - 23.05.2024 23:00,103.37,EUR
23.05.2024 23:00 - 24.05.2024 00:00,103.17,EUR
24.05.2024 00:00 - 24.05.2024 01:00,94.12,EUR
24.05.2024 01:00 - 24.05.2024 02:00,89.79,EUR
24.05.2024 02:00 - 24.05.2024 03:00,88.22,EUR
24.05.2024 03:00 - 24.05.2024 04:00,91.8,EUR
24.05.2024 04:00 - 24.05.2024 05:00,103.23,EUR
24.05.2024 05:00 - 24.05.2024 06:00,123.84,EUR
24.05.2024 06:00 - 24.05.2024 07:00,122.07,EUR
24.05.2024 07:00 - 24.05.2024 08:00,115.9,EUR
24.05.2024 08:00 - 24.05.2024 09:00,106.1,EUR
24.05.2024 09:00 - 24.05.2024 10:00,96.16,EUR
24.05.2024 10:00 - 24.05.2024 11:00,90.07,EUR
24.05.2024 11:00 - 24.05.2024 12:00,83.22,EUR
24.05.2024 12:00 - 24.05.2024 13:00,81.39,EUR
24.05.2024 13:00 - 24.05.2024 14:00,81.23,EUR
24.05.2024 14:00 - 24.05.2024 15:00,83.38,EUR
24.05.2024 15:00 - 24.05.2024 16:00,84,EUR
24.05.2024 16:00 - 24.05.2024 17:00,96,EUR
24.05.2024 17:00 - 24.05.2024 18:00,111.77,EUR
24.05.2024 18:00 - 24.05.2024 19:00,129.99,EUR
24.05.2024 19:00 - 24.05.2024 20:00,125,EUR
24.05.2024 20:00 - 24.05.2024 21:00,115.84,EUR
24.05.2024 21:00 - 24.05.2024 22:00,109.67,EUR
24.05.2024 22:00 - 24.05.2024 23:00,99.84,EUR
24.05.2024 23:00 - 25.05.2024 00:00,94.88,EUR
25.05.2024 00:00 - 25.05.2024 01:00,91.83,EUR
25.05.2024 01:00 - 25.05.2024 02:00,90.43,EUR
25.05.2024 02:00 - 25.05.2024 03:00,89.16,EUR
25.05.2024 03:00 - 25.05.2024 04:00,89.03,EUR
25.05.2024 04:00 - 25.05.2024 05:00,90.26,EUR
25.05.2024 05:00 - 25.05.2024 06:00,90.68,EUR
25.05.2024 06:00 - 25.05.2024 07:00,86.23,EUR
25.05.2024 07:00 - 25.05.2024 08:00,78.58,EUR
25.05.2024 08:00 - 25.05.2024 09:00,74.75,EUR
25.05.2024 09:00 - 25.05.2024 10:00,54.23,EUR
25.05.2024 10:00 - 25.05.2024 11:00,9.34,EUR
25.05.2024 11:00 - 25.05.2024 12:00,3.24,EUR
25.05.2024 12:00 - 25.05.2024 13:00,0.04,EUR
25.05.2024 13:00 - 25.05.2024 14:00,0,EUR
25.05.2024 14:00 - 25.05.2024 15:00,0.02,EUR
25.05.2024 15:00 - 25.05.2024 16:00,14.23,EUR
25.05.2024 16:00 - 25.05.2024 17:00,76.04,EUR
25.05.2024 17:00 - 25.05.2024 18:00,96.23,EUR
25.05.2024 18:00 - 25.05.2024 19:00,115.77,EUR
25.05.2024 19:00 - 25.05.2024 20:00,124.36,EUR
25.05.2024 20:00 - 25.05.2024 21:00,136.95,EUR
25.05.2024 21:00 - 25.05.2024 22:00,115.77,EUR
25.05.2024 22:00 - 25.05.2024 23:00,104.54,EUR
25.05.2024 23:00 - 26.05.2024 00:00,107.36,EUR
26.05.2024 00:00 - 26.05.2024 01:00,98.3,EUR
26.05.2024 01:00 - 26.05.2024 02:00,90.77,EUR
26.05.2024 02:00 - 26.05.2024 03:00,90.1,EUR
26.05.2024 03:00 - 26.05.2024 04:00,91.16,EUR
